HUC,REF_SITE_NO,DATE,COUNTY,PROJECT,WATERWAY,COMMONLOC,ROAD_NO,RIVER_BASIN,STATE,LATITUDE,LONGITUDE,COLLECTORS,SITE_COMMENTS,SCI_NAME,SCI_CLEAN
05030101,WQN901,10/19/2010,HANCOCK OH,PA-DEP,Ohio Rvr NR East Liverpool,E LIVERPOOL OH,Newell Bridge NR East Liverpool,OH:Ohio,PA,40.619306,-80.5908,,,Menetus dilatatus,Menetus dilatatus
05030101,WQN901,10/19/2010,HANCOCK OH,PA-DEP,Ohio Rvr NR East Liverpool,E LIVERPOOL OH,Newell Bridge NR East Liverpool,OH:Ohio,PA,40.619306,-80.5908,,,Physa acuta,Physa acuta
05030101,WQN901,10/28/2008,HANCOCK OH,PA-DEP,Ohio Rvr NR East Liverpool,E LIVERPOOL OH,Newell Bridge NR East Liverpool,OH:Ohio,PA,40.619306,-80.5908,,,Pleurocera canaliculata canaliculata,Pleurocera canaliculata canaliculata
,ANSP-A18017,01/01/1990,Huntingdon,,"Raystown Branch, Juniata River",,,ATL:Susquehanna,PA,40.4547,-77.9778,"BIER, C.W.",,Bellamya chinensis,Bellamya chinensis
,Heritage 137,,Huntingdon,,Tuscarora Creek,,,ATL:Susquehanna,PA,40.4194,-77.5630,,decisum,Campeloma decisum,Campeloma decisum
02050304,WQN249,09/08/2007,HUNTINGDON,PA-DEP,AUGHWICK CRK,SHIRLEY TWP,T403 BR - AUGHWICK MILLS,ATL:Susquehanna,PA,40.3348,-77.8600,,,Ferrissia fragilis,Ferrissia fragilis
02050302,WQN217,10/12/2010,Huntingdon,PA-DEP,Little Juniata Rvr,Spruce Creek Twp,SR45 Br,ATL:Susquehanna,PA,40.6091,-78.1363,,,Ferrissia rivularis,Ferrissia rivularis
,Heritage 191,2004.06.30,Huntingdon,CMNH73037,Juniata R,Ardenheim(S of). ,,ATL:Susquehanna,PA,40.4613,-77.9829,"Evans, Ryan",,Ferrissia rivularis,Ferrissia rivularis
,Heritage 26,2003.05.30,Huntingdon,CMNH74095,Aughwick Cr,Meadow Gap(village). SR2005 & PA 475(intersection of),,ATL:Susquehanna,PA,40.1310,-77.9561,"Evans, R, Ray, S",,Ferrissia rivularis,Ferrissia rivularis
,Heritage 134,2003.08.21,Huntingdon,CMNH75025,Aughwick Cr,Springfield Township. PA 2004 bridge(1.5 km N),,ATL:Susquehanna,PA,40.1705,-77.9383,"Evans, Ryan",,Ferrissia rivularis,Ferrissia rivularis
,Heritage 24,,Huntingdon,,Aughwick Creek,,,ATL:Susquehanna,PA,40.2113,-77.9241,,rivularis,Ferrissia rivularis,Ferrissia rivularis
02050304,WQN249,10/08/2009,HUNTINGDON,PA-DEP,AUGHWICK CRK,SHIRLEY TWP,T403 BR - AUGHWICK MILLS,ATL:Susquehanna,PA,40.3348,-77.8600,,,Ferrissia rivularis,Ferrissia rivularis
,Heritage 61,,Huntingdon,,Tuscarora Creek,,,ATL:Susquehanna,PA,40.2734,-77.7230,,rivularis,Ferrissia rivularis,Ferrissia rivularis
,Heritage 68,2003.07.18,Huntingdon,CMNH74084,Tuscarawa Cr,SR2008(upstream of). ,,ATL:Susquehanna,PA,40.2846,-77.7199,"Evans, Ryan",,Ferrissia rivularis,Ferrissia rivularis
,USNM-854739,01/01/1995,Huntingdon,,James Ck,13.6 km  S of Huntingdon,Rt. 26,ATL:Susquehanna,PA,40.4085,-78.1357,"Glazier, D.",,Fontigens nickliniana,Fontigens nickliniana
,Heritage 134,2003.08.21,Huntingdon,CMNH74464,Aughwick Cr,Springfield Township. PA 2004 bridge(about 15 km N),,ATL:Susquehanna,PA,40.1705,-77.9383,"Evans, Ryan",,Helisoma anceps,Helisoma anceps
,ANSP-A16956,11/1/1987,Huntingdon,,Juniata River,"Just Downstream of Dam On Juniata River, Huntingdon",,ATL:Susquehanna,PA,40.4847,-78.0106,"ETTINGER, W. + FISHER, R.",,Leptoxis carinata,Leptoxis carinata
,Heritage 191,2004.06.30,Huntingdon,CMNH73036,Juniata R,Ardenheim(S of). ,,ATL:Susquehanna,PA,40.4613,-77.9829,"Evans, Ryan",,Leptoxis carinata,Leptoxis carinata
,Heritage 134,2003.08.21,Huntingdon,CMNH74463,Aughwick Cr,Springfield Township. PA 2004 bridge(about 15 km N),,ATL:Susquehanna,PA,40.1705,-77.9383,"Evans, Ryan",,Leptoxis carinata,Leptoxis carinata
,Heritage 135,2003.08.22,Huntingdon,CMNH74354,Aughwick Cr,"Shirley Twp, Rockhill(3.2 km N). T 393 access, south channel, downstream end of island",,ATL:Susquehanna,PA,40.2756,-77.9036,"Evans, Ryan",,Leptoxis carinata,Leptoxis carinata
,Heritage 68,2003.07.18,Huntingdon,CMNH74085,Tuscarawa Cr,SR2008(upstream of). ,,ATL:Susquehanna,PA,40.2846,-77.7199,"Evans, Ryan",,Leptoxis carinata,Leptoxis carinata
,Heritage 26,2003.05.30,Huntingdon,CMNH74096,Aughwick Cr,Meadow Gap(village). SR2005 & PA 475(intersection of),,ATL:Susquehanna,PA,40.1310,-77.9561,"Evans, R, Ray, S",Galba modicella,Lymnaea humilis,Lymnaea humilis
,Heritage 24,,Huntingdon,,Aughwick Creek,,,ATL:Susquehanna,PA,40.2113,-77.9241,,modicella,Lymnaea humilis,Lymnaea humilis
,Heritage 25,2003.05.30,Huntingdon,CMNH74335,Aughwick Cr,"Cromwell Twp, off PA 475. Pogut(3 km S)",,ATL:Susquehanna,PA,40.1890,-77.9179,"Evans, R, Ray, S",Galba parva,Lymnaea humilis,Lymnaea humilis
,Heritage 135,2003.08.22,Huntingdon,CMNH74356,Aughwick Cr,"Shirley Twp, Rockhill(3.2 km N). T 393 access, south channel, downstream end of island",,ATL:Susquehanna,PA,40.2756,-77.9036,"Evans, Ryan",Stagnicola catascopium,Lymnaea humilis,Lymnaea humilis
,Heritage 377,,Huntingdon,,Raystown Branch Juniata River,,,ATL:Susquehanna,PA,40.1977,-78.2535,,dilatatus,Menetus dilatatus,Menetus dilatatus
,Heritage 26,2003.05.30,Huntingdon,CMNH74106,Aughwick Cr,Meadow Gap(village). SR2005 & PA 475(intersection of),,ATL:Susquehanna,PA,40.1310,-77.9561,"Evans, R, Ray, S",,Menetus dilatatus,Menetus dilatatus
,Heritage 377,,Huntingdon,,Raystown Branch Juniata River,,,ATL:Susquehanna,PA,40.1977,-78.2535,,acuta,Physa acuta,Physa acuta
,ANSP-375998,10/1/1989,Huntingdon,,Little Juniata River," Waste Treatment Plant; 10th + Moore Street, Huntingdon, Little Juniata River",,ATL:Susquehanna,PA,40.5167,-78.0333,"MYERS, W.",,Physa acuta,Physa acuta
,Heritage 191,2004.06.30,Huntingdon,CMNH73038,Juniata R,Ardenheim(S of). ,,ATL:Susquehanna,PA,40.4613,-77.9829,"Evans, Ryan",,Physa acuta,Physa acuta
,Heritage 26,2003.05.30,Huntingdon,CMNH74098,Aughwick Cr,Meadow Gap(village). SR2005 & PA 475(intersection of),,ATL:Susquehanna,PA,40.1310,-77.9561,"Evans, R, Ray, S",Physa integra,Physa acuta,Physa acuta
,Heritage 25,2003.05.30,Huntingdon,CMNH74336,Aughwick Cr,"Cromwell Twp, off PA 475. Pogut(3 km S)",,ATL:Susquehanna,PA,40.1890,-77.9179,"Evans, R, Ray, S",Physa integra,Physa acuta,Physa acuta
,Heritage 135,2003.08.22,Huntingdon,CMNH74355,Aughwick Cr,"Shirley Twp, Rockhill(3.2 km N). T 393 access, south channel, downstream end of island",,ATL:Susquehanna,PA,40.2756,-77.9036,"Evans, Ryan",Physa heterostropha,Physa acuta,Physa acuta
,Heritage 68,2003.07.18,Huntingdon,CMNH74094,Tuscarawa Cr,SR2008(upstream of). ,,ATL:Susquehanna,PA,40.2846,-77.7199,"Evans, Ryan",Physa integra,Physa acuta,Physa acuta
,Heritage 377,,Huntingdon,,Raystown Branch Juniata River,,,ATL:Susquehanna,PA,40.1977,-78.2535,,gyrina,Physa gyrina,Physa gyrina
,Heritage 191,2004.06.30,Huntingdon,CMNH73039,Juniata R,Ardenheim(S of). ,,ATL:Susquehanna,PA,40.4613,-77.9829,"Evans, Ryan",,Physa gyrina,Physa gyrina
,Heritage 24,,Huntingdon,,Aughwick Creek,,,ATL:Susquehanna,PA,40.2113,-77.9241,,gyrina,Physa gyrina,Physa gyrina
,Heritage 68,2003.07.18,Huntingdon,CMNH74090,Tuscarawa Cr,SR2008(upstream of). ,,ATL:Susquehanna,PA,40.2846,-77.7199,"Evans, Ryan",,Physa gyrina,Physa gyrina
,ANSP-397215,8/15/1990,Huntingdon,,Juniata River,"1.8 km Ssw of Mouth, Ca. 5 River Km Below Raystown Dam, Raystown Branch, Juniata River",,ATL:Susquehanna,PA,40.4333,-78.0033,"BIER, C.W.",,Pleurocera virginica,Pleurocera virginica
,Heritage 191,2004.06.30,Huntingdon,CMNH73041,Juniata R,Ardenheim(S of). ,,ATL:Susquehanna,PA,40.4613,-77.9829,"Evans, Ryan",,Pleurocera virginica,Pleurocera virginica
,Heritage 192,2004.06.30,Huntingdon,CMNH73042,Juniata R,Huntingdon(just SE of). PAFBC point access,,ATL:Susquehanna,PA,40.4561,-77.9775,"Evans, Ryan",,Pleurocera virginica,Pleurocera virginica
,ANSP-396268,9/16/1991,Indiana,,Little Mahoning Creek,"At mouth and 400 yards Upstream In Little Mahoning Creek, West Mahoning Township",,OH:Ohio,PA,40.8833,-79.1167,"BOGAN, A. + PROCH, T.",,Campeloma decisum,Campeloma decisum
,ANSP-394803,9/16/1991,Indiana,,Little Mahoning Ck.,"At State road 4006, S of Goodville, Little Mahoning Creek, W Mahoning Twp",,OH:Ohio,PA,40.8875,-79.1975,"BOGAN, A. + PROCH, T.",,Campeloma decisum,Campeloma decisum
,ANSP-396267,9/16/1991,Indiana,,Little Mahoning Creek,"At mouth and 400 yards Upstream In Little Mahoning Creek, West Mahoning Township",,OH:Ohio,PA,40.8833,-79.1167,"BOGAN, A. + PROCH, T.",,Ferrissia fragilis,Ferrissia fragilis
,Heritage 228,2004.09.30,Indiana,,Little Mahoning Creek,Rochester Mills. ,,OH:Ohio,PA,40.8208,-78.9803,"Evans, Ryan",rivularis,Ferrissia rivularis,Ferrissia rivularis
,ANSP-396449,9/16/1991,Indiana,,Mahoning Ck,"Junction of State Roads 402 & 371, at & .25 mile above mouth of Little Mahoning Creek, Mahoning Ck, W Mahoning Twp",,OH:Ohio,PA,40.8833,-79.1167,"BOGAN, A. + PROCH, T.",,Ferrissia rivularis,Ferrissia rivularis
05010007,WQN810,29/09/2009,INDIANA,PA-DEP,CONEMAUGH RVR,CONEMAUGH TWP,SR3003 (LR64269) BR NR TUNNELTON,OH:Ohio,PA,40.454069,-79.3908,,,Lymnaea humilis,Lymnaea humilis
05010007,WQN810,05/10/2011,INDIANA,PA-DEP,CONEMAUGH RVR,CONEMAUGH TWP,SR3003 (LR64269) BR NR TUNNELTON,OH:Ohio,PA,40.454069,-79.3908,,,Physa acuta,Physa acuta
,Heritage 228,2004.09.30,Indiana,CMNH73009,Little Mahoning Cr,Rochester Mills. ,,OH:Ohio,PA,40.8208,-78.9803,"Evans, Ryan",,Physa gyrina,Physa gyrina
,0712-113,23/07/2012,Jefferson,,Kyle Lake,3.4 km W of Falls Creek,Kyle Run Road Access,OH:Ohio,PA,41.1592,-78.8409,R. T. Dillon,,Amnicola limosa,Amnicola limosa
,,2010.05.22,Jefferson,CMNH105554,,"Kyle L, Falls Cr(ca 2 mi WNW of). ",,OH:Ohio,PA,41.1553,-78.8453,"Rogers, SP",,Bellamya chinensis,Bellamya chinensis
,0712-113,23/07/2012,Jefferson,,Kyle Lake,3.4 km W of Falls Creek,Kyle Run Road Access,OH:Ohio,PA,41.1592,-78.8409,R. T. Dillon,,Bellamya chinensis,Bellamya chinensis
,0712-113,23/07/2012,Jefferson,,Kyle Lake,3.4 km W of Falls Creek,Kyle Run Road Access,OH:Ohio,PA,41.1592,-78.8409,R. T. Dillon,,Bellamya japonica,Bellamya japonica
,0712-113,23/07/2012,Jefferson,,Kyle Lake,3.4 km W of Falls Creek,Kyle Run Road Access,OH:Ohio,PA,41.1592,-78.8409,R. T. Dillon,,Campeloma decisum,Campeloma decisum
,,2005.08.02,Jefferson,CMNH75718,Millstone Cr,Millstone Creek(above). ,,OH:Ohio,PA,41.3572,-79.0293,"Evans, R, Miller, R",,Ferrissia rivularis,Ferrissia rivularis
,,2005.08.03,Jefferson,CMNH75732,Clarion R,Clarington(island area blw brdge). ,,OH:Ohio,PA,41.3343,-79.1290,"Evans, R, Miller, R",,Ferrissia rivularis,Ferrissia rivularis
,,2005.08.02,Jefferson,CMNH93121,Clarion R,"Clarion River, Clear Cr St Forest. Clear Creek State Forest(bend above)",,OH:Ohio,PA,41.3419,-79.0900,"Evans, R, Miller, R",,Ferrissia rivularis,Ferrissia rivularis
,,2005.08.05,Jefferson,CMNH93181,Clarion R,Cook Forest State Park. Cook Forest State Park and Clarendon(area between),,OH:Ohio,PA,41.3290,-79.1585,"Evans, R, Miller, R",,Ferrissia rivularis,Ferrissia rivularis
,,2005.08.02,Jefferson,CMNH96217,Clarion R,"Clarion R, jct Millstone Cr. confluence",,OH:Ohio,PA,41.3536,-79.0727,"Evans, R, Miller, R",,Ferrissia rivularis,Ferrissia rivularis
05010006,WQN861,10/11/2011,JEFFERSON,PA-DEP,MAHONING CRK,YOUNG TWP,T374 BR - SPORTSBURG,OH:Ohio,PA,40.92217,-79.0061,,,Ferrissia rivularis,Ferrissia rivularis
,Heritage 229,,Jefferson,,Mahoning Creek,,,OH:Ohio,PA,40.924,-79.0056,,rivularis,Ferrissia rivularis,Ferrissia rivularis
,Heritage 154,,Jefferson,,North Fork of Redbank Creek,,,OH:Ohio,PA,41.2293,-79.0493,,rivularis,Ferrissia rivularis,Ferrissia rivularis
,,2005.08.02,Jefferson,CMNH75719,Millstone Cr,Millstone Creek(above). ,,OH:Ohio,PA,41.3572,-79.0293,"Evans, R, Miller, R",,Helisoma anceps,Helisoma anceps
,,2005.08.03,Jefferson,CMNH75733,Clarion R,Clarington(island area blw brdge). ,,OH:Ohio,PA,41.3343,-79.1290,"Evans, R, Miller, R",,Helisoma anceps,Helisoma anceps
,,2005.08.02,Jefferson,CMNH93123,Clarion R,"Clarion River, Clear Cr St Forest. Clear Creek State Forest(bend above)",,OH:Ohio,PA,41.3419,-79.0900,"Evans, R, Miller, R",,Helisoma anceps,Helisoma anceps
,,2005.08.05,Jefferson,CMNH93182,Clarion R,Cook Forest State Park. Cook Forest State Park and Clarendon(area between),,OH:Ohio,PA,41.3290,-79.1585,"Evans, R, Miller, R",,Helisoma anceps,Helisoma anceps
,,2005.08.02,Jefferson,CMNH96216,Clarion R,"Clarion R, jct Millstone Cr. confluence",,OH:Ohio,PA,41.3536,-79.0727,"Evans, R, Miller, R",,Helisoma anceps,Helisoma anceps
,0712-113,23/07/2012,Jefferson,,Kyle Lake,3.4 km W of Falls Creek,Kyle Run Road Access,OH:Ohio,PA,41.1592,-78.8409,R. T. Dillon,,Helisoma anceps,Helisoma anceps
,0712-113,23/07/2012,Jefferson,,Kyle Lake,3.4 km W of Falls Creek,Kyle Run Road Access,OH:Ohio,PA,41.1592,-78.8409,R. T. Dillon,,Lymnaea columella,Lymnaea columella
,,2005.08.02,Jefferson,CMNH75721,Millstone Cr,Millstone Creek(above). ,,OH:Ohio,PA,41.3572,-79.0293,"Evans, R, Miller, R",Galba modicella,Lymnaea humilis,Lymnaea humilis
,,2005.08.05,Jefferson,CMNH93180,Clarion R,Cook Forest State Park. Cook Forest State Park and Clarendon(area between),,OH:Ohio,PA,41.3290,-79.1585,"Evans, R, Miller, R",Galba modicella,Lymnaea humilis,Lymnaea humilis
,0712-113,23/07/2012,Jefferson,,Kyle Lake,3.4 km W of Falls Creek,Kyle Run Road Access,OH:Ohio,PA,41.1592,-78.8409,R. T. Dillon,,Lymnaea humilis,Lymnaea humilis
,0712-113,23/07/2012,Jefferson,,Kyle Lake,3.4 km W of Falls Creek,Kyle Run Road Access,OH:Ohio,PA,41.1592,-78.8409,R. T. Dillon,,Menetus dilatatus,Menetus dilatatus
,,2005.08.02,Jefferson,CMNH75720,Millstone Cr,Millstone Creek(above). ,,OH:Ohio,PA,41.3572,-79.0293,"Evans, R, Miller, R",,Physa acuta,Physa acuta
,,2005.08.03,Jefferson,CMNH75731,Clarion R,Clarington(island area blw brdge). ,,OH:Ohio,PA,41.3343,-79.1290,"Evans, R, Miller, R",,Physa acuta,Physa acuta
,,2005.08.02,Jefferson,CMNH93122,Clarion R,"Clarion River, Clear Cr St Forest. Clear Creek State Forest(bend above)",,OH:Ohio,PA,41.3419,-79.0900,"Evans, R, Miller, R",,Physa acuta,Physa acuta
,,2005.08.05,Jefferson,CMNH93183,Clarion R,Cook Forest State Park. Cook Forest State Park and Clarendon(area between),,OH:Ohio,PA,41.3290,-79.1585,"Evans, R, Miller, R",,Physa acuta,Physa acuta
,,2005.08.02,Jefferson,CMNH96218,Clarion R,"Clarion R, jct Millstone Cr. confluence",,OH:Ohio,PA,41.3536,-79.0727,"Evans, R, Miller, R",,Physa acuta,Physa acuta
,,,Juniata,CMNH69871,Juniata R,Millerstown(2.5 mi S). ,,ATL:Susquehanna,PA,40.5263,-77.1403,,,Amnicola limosa,Amnicola limosa
,Heritage 136,,Juniata,,Tuscarora Creek,,,ATL:Susquehanna,PA,40.4491,-77.5480,,decisum,Campeloma decisum,Campeloma decisum
,Heritage 392,2005.07.29,Juniata,CMNH75471,Tuscarora Cr,. ,,ATL:Susquehanna,PA,40.5333,-77.3984,"Ray, SJ",,Campeloma decisum,Campeloma decisum
,Heritage 271,2004.07.09,Juniata,CMNH93240,Willow Run,Willow Run. ,,ATL:Susquehanna,PA,40.4186,-77.5965,"Ray, S",,Ferrissia rivularis,Ferrissia rivularis
,Heritage 272,2004.07.09,Juniata,CMNH93248,Tuscarawas Cr,"Tuscarawas Creek, Route 850(near). ",,ATL:Susquehanna,PA,40.4194,-77.5646,"Ray, S",,Ferrissia rivularis,Ferrissia rivularis
,Heritage 136,2003.08.22,Juniata,CMNH74347,Tuscarawa Cr,"Seale Twp, PA 302(upstream from). TR 338 crossing",,ATL:Susquehanna,PA,40.4491,-77.5480,"Evans, Ryan",Ferrissia parallelus,Ferrissia rivularis,Ferrissia rivularis
,WQN276,12/03/2008,JUNIATA,PA-DEP,EAST LICKING CREEK,MILFORD TWP,FIRST BR ABOVE CLEARVIEW RES ON SR 4002,ATL:Susquehanna,PA,40.5476,-77.5260,,,Ferrissia rivularis,Ferrissia rivularis
,Heritage 392,2005.07.29,Juniata,CMNH75555,Tuscarora Cr,. ,,ATL:Susquehanna,PA,40.5333,-77.3984,"Ray, SJ",,Ferrissia rivularis,Ferrissia rivularis
,Heritage 392,2005.07.29,Juniata,CMNH75557,Tuscarora Cr,. ,,ATL:Susquehanna,PA,40.5333,-77.3984,"Ray, SJ",,Helisoma trivolvis,Helisoma trivolvis
,,,Juniata,CMNH69864,Holman L,Little Buffalo State Park. Newport(2 mi W),,ATL:Susquehanna,PA,40.4544,-77.1790,,,Helisoma trivolvis,Helisoma trivolvis
,ANSP-318091,9/18/1966,Juniata,,Tuscarora Creek," Tuscarora Creek, East Waterford",,ATL:Susquehanna,PA,40.3730,-77.6040,"Adams, J.W.",Est. Coords.,Leptoxis carinata,Leptoxis carinata
,,,Juniata,CMNH69868,Juniata R,Millerstown(2.5 mi S). ,,ATL:Susquehanna,PA,40.5263,-77.1403,,,Leptoxis carinata,Leptoxis carinata
,ANSP-318094,9/18/1966,Juniata,,Tuscarora Creek," Tuscarora Creek, East Waterford",,ATL:Susquehanna,PA,40.3730,-77.6040,"Adams, J.W.",Est. Coords.,Physa acuta,Physa acuta
,,2005.07.29,Juniata,CMNH75140,Juniata R,. ,,ATL:Susquehanna,PA,40.5946,-77.4154,"Ray, SJ",,Physa acuta,Physa acuta
,Heritage 392,2005.07.29,Juniata,CMNH75556,Tuscarora Cr,. ,,ATL:Susquehanna,PA,40.5333,-77.3984,"Ray, SJ",,Physa acuta,Physa acuta
,Heritage 54,,Juniata,CMNH69931,Juniata R,"Thompsontown(0.5 mi S),Rt 333(by). ",,ATL:Susquehanna,PA,40.5461,-77.2588,,Physa integra,Physa acuta,Physa acuta
,,,Juniata,CMNH69867,Juniata R,Millerstown(2.5 mi S). ,,ATL:Susquehanna,PA,40.5263,-77.1403,,Physella heterostropha,Physa acuta,Physa acuta
,Heritage 136,2003.08.22,Juniata,CMNH74346,Tuscarawa Cr,"Seale Twp, PA 302(upstream from). TR 338 crossing",,ATL:Susquehanna,PA,40.4491,-77.5480,"Evans, Ryan",,Physa gyrina,Physa gyrina
,,,Juniata,CMNH69863,Holman L,Little Buffalo State Park. Newport(2 mi W),,ATL:Susquehanna,PA,40.4544,-77.1790,,,Physa gyrina,Physa gyrina
,Heritage 392,2005.07.29,Juniata,,Tuscarora Creek,,,ATL:Susquehanna,PA,40.5333,-77.3984,"Ray, SJ",virginica,Pleurocera virginica,Pleurocera virginica
,Heritage 54,,Juniata,CMNH69930,Juniata R,"Thompsontown(0.5 mi S),Rt 333(by). ",,ATL:Susquehanna,PA,40.5461,-77.2588,,,Pleurocera virginica,Pleurocera virginica
,,,Juniata,CMNH69866,Juniata R,Millerstown(2.5 mi S). ,,ATL:Susquehanna,PA,40.5263,-77.1403,,,Pleurocera virginica,Pleurocera virginica
02050107,WQN313,10/16/2008,LACKAWANNA,PA-DEP,LACKAWANNA RVR,OLD FORGE,BRIDGE ST BR,ATL:Susquehanna,PA,41.3585,-75.7440,,,Ferrissia rivularis,Ferrissia rivularis
02050107,WQN313,09/01/2010,LACKAWANNA,PA-DEP,LACKAWANNA RVR,OLD FORGE,BRIDGE ST BR,ATL:Susquehanna,PA,41.3585,-75.7440,,,Menetus dilatatus,Menetus dilatatus
02050107,WQN313,10/16/2008,LACKAWANNA,PA-DEP,LACKAWANNA RVR,OLD FORGE,BRIDGE ST BR,ATL:Susquehanna,PA,41.3585,-75.7440,,,Physa acuta,Physa acuta
,Heritage 60,2003.07.08,Lancaster,CMNH74458,Middle Cr,Klinefeltersville(3 mi S). ,,ATL:Susquehanna,PA,40.2692,-76.2490,"Evans, Ryan",,Campeloma decisum,Campeloma decisum
,Heritage 59,,Lancaster,,Middle Creek Lake,,,ATL:Susquehanna,PA,40.2683,-76.2356,,decisum,Campeloma decisum,Campeloma decisum
02050306,WQN206,08/04/2008,LANCASTER,PA-DEP,CHICKIES CRK,E DONEGAL TWP,SR23 BR,ATL:Susquehanna,PA,40.0629,-76.5153,,,Ferrissia fragilis,Ferrissia fragilis
,Heritage 60,2003.07.08,Lancaster,CMNH69859,Middle Cr,"Klinefeltersville(3 mi S), Rt 897. ",,ATL:Susquehanna,PA,40.2692,-76.2490,"Evans, Ryan",,Helisoma trivolvis,Helisoma trivolvis
,Heritage 59,,Lancaster,,Middle Creek Lake,,,ATL:Susquehanna,PA,40.2683,-76.2356,,trivolvis,Helisoma trivolvis,Helisoma trivolvis
,ANSP-374988,4/25/1955,Lancaster,,Lititz Run,,,ATL:Susquehanna,PA,40.1167,-76.2500,,,Lymnaea humilis,Lymnaea humilis
,ANSP-374987,4/25/1955,Lancaster,,Lititz Run,,,ATL:Susquehanna,PA,40.1167,-76.2500,"HOHN, M.H.",,Physa acuta,Physa acuta
,Heritage 60,2003.07.08,Lancaster,CMNH69857,Middle Cr,"Klinefeltersville(3 mi S), Rt 897. ",,ATL:Susquehanna,PA,40.2692,-76.2490,"Evans, Ryan",Physella heterostropha,Physa acuta,Physa acuta
,Heritage 59,,Lancaster,,Middle Creek Lake,,,ATL:Susquehanna,PA,40.2683,-76.2356,,acuta,Physa acuta,Physa acuta
,ANSP-399330,10/1/1993,Lancaster,,, Falmouth,,ATL:Susquehanna,PA,40.1300,-76.7140,"Wolff, J.",Est. Coords.,Physa gyrina,Physa gyrina
,Heritage 337,2005.05.19,Lancaster/York,CMNH75591,Susquehanna R.,"Susquehanna R, Falmouth access. near base of dam",,ATL:Susquehanna,PA,40.1223,-76.7186,"Ray, SJ",,Campeloma decisum,Campeloma decisum
,Heritage 338,2005.05.19,Lancaster/York,CMNH75601,Susquehanna R.,. ,,ATL:Susquehanna,PA,40.1175,-76.7134,"Ray, SJ",,Campeloma decisum,Campeloma decisum
,Heritage 339,2005.05.19,Lancaster/York,CMNH75585,Susquehanna R.,. ,,ATL:Susquehanna,PA,40.1166,-76.7049,"Ray, SJ",,Campeloma decisum,Campeloma decisum
,Heritage 423,,Lancaster/York,,Susquehanna R.,,,ATL:Susquehanna,PA,40.0163,-76.4998,,decisum,Campeloma decisum,Campeloma decisum
,"Heritage 332, 333, 334, 424, 425",2005.09.30,Lancaster/York,CMNH73031,Susquehanna R.,Columbia. ,,ATL:Susquehanna,PA,40.0343,-76.5209,"Evans, Ryan",,Helisoma anceps,Helisoma anceps
,"Heritage 332, 333, 334, 424, 425",2005.09.30,Lancaster/York,CMNH73028,Susquehanna R.,Columbia. ,,ATL:Susquehanna,PA,40.0343,-76.5209,"Evans, Ryan",,Laevapex fuscus,Laevapex fuscus
,"Heritage 332, 333, 334, 424, 425",2005.09.30,Lancaster/York,CMNH73027,Susquehanna R.,Columbia. ,,ATL:Susquehanna,PA,40.0343,-76.5209,"Ray, SJ",,Leptoxis carinata,Leptoxis carinata
02050306,WQN201,08/04/2008,Lancaster/York,PA-DEP,Susquehanna R.,HEMPFIELD TWP @ Marietta,SR462 BR,ATL:Susquehanna,PA,40.0281,-76.5190,,,Leptoxis carinata,Leptoxis carinata
,Heritage 28,,Lancaster/York,,Susquehanna R.,,,ATL:Susquehanna,PA,39.9770,-76.4681,,catascopium,Lymnaea catascopium,Lymnaea catascopium
,,,Lancaster/York,CMNH69861,L Clarke,"Greens Island, Columbia(4 mi S). Susquehanna R",,ATL:Susquehanna,PA,39.9748,-76.4704,,,Lymnaea columella,Lymnaea columella
,Heritage 28,,Lancaster/York,,Susquehanna R.,,,ATL:Susquehanna,PA,39.9770,-76.4681,,columella,Lymnaea columella,Lymnaea columella
,,,Lancaster/York,CMNH69860,L Clarke,"Greens Island, Columbia(4 mi S). Susquehanna R",,ATL:Susquehanna,PA,39.9748,-76.4704,,Stagnicola catascopium,Lymnaea humilis,Lymnaea humilis
,"Heritage 332, 333, 334, 424, 425",2005.09.30,Lancaster/York,CMNH73032,Susquehanna R.,Columbia. ,,ATL:Susquehanna,PA,40.0343,-76.5209,"Evans, Ryan",,Physa acuta,Physa acuta
02050306,WQN201,09/26/2012,Lancaster/York,PA-DEP,Susquehanna R.,HEMPFIELD TWP @ Marietta,SR462 BR,ATL:Susquehanna,PA,40.0281,-76.5190,,,Physa acuta,Physa acuta
,Heritage 337,2005.05.19,Lancaster/York,CMNH75583,Susquehanna R.,"Susquehanna R, Falmouth access. near base of dam",,ATL:Susquehanna,PA,40.1223,-76.7186,"Ray, SJ",,Pleurocera virginica,Pleurocera virginica
,Heritage 338,2005.05.19,Lancaster/York,CMNH75587,Susquehanna R.,. ,,ATL:Susquehanna,PA,40.1175,-76.7134,"Ray, SJ",,Pleurocera virginica,Pleurocera virginica
,Heritage 331,2005.05.19,Lancaster/York,CMNH75589,Susquehanna R.,. ,,ATL:Susquehanna,PA,40.0239,-76.5249,"Ray, SJ",,Pleurocera virginica,Pleurocera virginica
,"Heritage 332, 333, 334, 424, 425",2005.09.30,Lancaster/York,CMNH73029,Susquehanna R.,Columbia. ,,ATL:Susquehanna,PA,40.0343,-76.5209,"Evans, Ryan, Ray, S",,Pleurocera virginica,Pleurocera virginica
